timestamp,question,question_num,answer,is_correct,choice
2018-02-17 02:06:14,Which of these is a national hamburger chain?,2,Fuddruckers,True,C
2018-02-17 02:07:28,Which of these is NOT a pseudonym?,3,George Eliot,False,A
2018-02-17 02:07:28,Which of these is NOT a pseudonym?,3,George Orwell,False,B
2018-02-17 02:07:28,Which of these is NOT a pseudonym?,3,George Saunders,True,C
2018-02-17 02:08:14,"In baseball, “Mendoza line” is a nickname for what?",4,.200 batting average,True,A
2018-02-17 02:08:14,"In baseball, “Mendoza line” is a nickname for what?",4,Rubber on pitching mound,False,B
2018-02-17 02:08:14,"In baseball, “Mendoza line” is a nickname for what?",4,Hard-hit ball,False,C
2018-02-17 02:08:58,The director of “Lady Bird” starred in which indie movie?,5,Room,False,A
2018-02-17 02:08:58,The director of “Lady Bird” starred in which indie movie?,5,Frances Ha,True,B
2018-02-17 02:08:58,The director of “Lady Bird” starred in which indie movie?,5,Brooklyn,False,C
2018-02-17 02:09:54,What sport is often played with an item resembling a Buckminsterfullerene molecule?,6,Badminton,False,A
2018-02-17 02:09:54,What sport is often played with an item resembling a Buckminsterfullerene molecule?,6,American football,False,B
2018-02-17 02:09:54,What sport is often played with an item resembling a Buckminsterfullerene molecule?,6,Soccer,True,C
2018-02-17 02:10:35,Nearly every episode of which TV show is named after a song title?,7,Glee,False,A
2018-02-17 02:10:35,Nearly every episode of which TV show is named after a song title?,7,Gossip Girl,False,B
2018-02-17 02:10:35,Nearly every episode of which TV show is named after a song title?,7,Grey’s Anatomy,True,C
2018-02-17 02:11:17,Which is NOT a correct pairing of tablet and tablet maker?,8,Streak / Toshiba,True,A
2018-02-17 02:11:17,Which is NOT a correct pairing of tablet and tablet maker?,8,ATIV / Samsung,False,B
2018-02-17 02:11:17,Which is NOT a correct pairing of tablet and tablet maker?,8,Xoom / Motorola,False,C
2018-02-17 02:12:01,Which philosopher directly inspired many of the lyrics on Radiohead’s “OK Computer”?,9,Friedrich Nietzsche,False,A
2018-02-17 02:12:01,Which philosopher directly inspired many of the lyrics on Radiohead’s “OK Computer”?,9,Adam Smith,False,B
2018-02-17 02:12:01,Which philosopher directly inspired many of the lyrics on Radiohead’s “OK Computer”?,9,Noam Chomsky,True,C
2018-02-17 02:12:45,Which fitness brand was established first?,10,NordicTrack,True,A
2018-02-17 02:12:45,Which fitness brand was established first?,10,Bowflex,False,B
2018-02-17 02:12:45,Which fitness brand was established first?,10,Thighmaster,False,C
2018-02-17 02:14:05,Which of these titles is currently held by nobody?,11,Duke of Windsor,True,A
2018-02-17 02:14:05,Which of these titles is currently held by nobody?,11,Duke of Kent,False,B
2018-02-17 02:14:05,Which of these titles is currently held by nobody?,11,Duke of Gloucester,False,C
2018-02-18 02:03:49,"In kickball, what are players meant to use to propel the ball onto the field?",1,Oven mitt,False,A
2018-02-18 02:03:49,"In kickball, what are players meant to use to propel the ball onto the field?",1,Foot,True,B
2018-02-18 02:03:49,"In kickball, what are players meant to use to propel the ball onto the field?",1,Stuffed jackalope,False,C
2018-02-18 02:04:24,"According to the title of a classic horror movie, “The Hills Have” what?",2,Ugly Christmas sweaters,False,A
2018-02-18 02:04:24,"According to the title of a classic horror movie, “The Hills Have” what?",2,Eyes,True,B
2018-02-18 02:04:24,"According to the title of a classic horror movie, “The Hills Have” what?",2,So Many Questions,False,C
2018-02-18 02:05:26,The popular abbreviation TFW usually stands for what?,3,That Feeling When,True,A
2018-02-18 02:05:26,The popular abbreviation TFW usually stands for what?,3,"Too Funky, World",False,B
2018-02-18 02:05:26,The popular abbreviation TFW usually stands for what?,3,The Funniest Week,False,C
2018-02-18 02:07:07,A tarantula hawk is a type of what?,4,Bird,False,A
2018-02-18 02:07:07,A tarantula hawk is a type of what?,4,Snake,False,B
2018-02-18 02:07:07,A tarantula hawk is a type of what?,4,Wasp,True,C
2018-02-18 02:07:37,A stylized depiction of the Matterhorn is featured in what corporate logo?,5,Toblerone,True,A
2018-02-18 02:07:37,A stylized depiction of the Matterhorn is featured in what corporate logo?,5,Paramount Pictures,False,B
2018-02-18 02:07:37,A stylized depiction of the Matterhorn is featured in what corporate logo?,5,The North Face,False,C
2018-02-18 02:08:21,Which statement is true of the R&amp;B group “Tony! Toni! Toné!”?,6,Disbanded after 1 album,False,A
2018-02-18 02:08:21,Which statement is true of the R&amp;B group “Tony! Toni! Toné!”?,6,No member named Tony… https://t.co/4BEtfthP9o,True,B
2018-02-18 02:08:57,Daku is the pseudonym of a street artist known for his work in what city?,7,New Delhi,True,A
2018-02-18 02:08:57,Daku is the pseudonym of a street artist known for his work in what city?,7,Tokyo,False,B
2018-02-18 02:08:57,Daku is the pseudonym of a street artist known for his work in what city?,7,London,False,C
2018-02-18 02:09:37,A controversial ‘90s episode of “Oprah” caused the price of which product to drop?,8,Diamonds,False,A
2018-02-18 02:09:37,A controversial ‘90s episode of “Oprah” caused the price of which product to drop?,8,Soda,False,B
2018-02-18 02:09:37,A controversial ‘90s episode of “Oprah” caused the price of which product to drop?,8,Beef,True,C
2018-02-18 02:10:58,Which of these terms does NOT refer to a sea slug?,9,Sea pig,True,A
2018-02-18 02:10:58,Which of these terms does NOT refer to a sea slug?,9,Sea hare,False,B
2018-02-18 02:10:58,Which of these terms does NOT refer to a sea slug?,9,Nudibranch,False,C
2018-02-18 02:11:39,The longest-serving senator currently in office has been re-elected how many times?,10,Seven times,True,A
2018-02-18 02:11:39,The longest-serving senator currently in office has been re-elected how many times?,10,Four times,False,B
2018-02-18 02:11:39,The longest-serving senator currently in office has been re-elected how many times?,10,Nine times,False,C
2018-02-18 02:11:39,The longest-serving senator currently in office has been re-elected how many times?,10,,False,D
2018-02-18 02:12:48,Matt Damon &amp; Ben Affleck appear uncredited in which baseball movie?,11,Field of Dreams,True,A
2018-02-18 02:12:48,Matt Damon &amp; Ben Affleck appear uncredited in which baseball movie?,11,Moneyball,False,B
2018-02-18 02:12:48,Matt Damon &amp; Ben Affleck appear uncredited in which baseball movie?,11,Fever Pitch,False,C
2018-02-19 02:05:14,"In the nursery rhyme, Mary had a little what?",1,Laryngitis,False,A
2018-02-19 02:05:14,"In the nursery rhyme, Mary had a little what?",1,Lamb,True,B
2018-02-19 02:05:14,"In the nursery rhyme, Mary had a little what?",1,Log,False,C
2018-02-19 02:05:55,Which of these is a common machine used in construction?,2,Spoonlift,False,A
2018-02-19 02:05:55,Which of these is a common machine used in construction?,2,Sporklift,False,B
2018-02-19 02:05:55,Which of these is a common machine used in construction?,2,Forklift,True,C
2018-02-19 02:06:39,Who is considered the father of scientific classification?,3,Jose Reyes,False,A
2018-02-19 02:06:39,Who is considered the father of scientific classification?,3,Carl Linnaeus,True,B
2018-02-19 02:06:39,Who is considered the father of scientific classification?,3,Doctor Zaius,False,C
2018-02-19 02:07:19,Siri made its debut on which iPhone?,4,iPhone 4,False,A
2018-02-19 02:07:19,Siri made its debut on which iPhone?,4,iPhone 5,False,B
2018-02-19 02:07:19,Siri made its debut on which iPhone?,4,iPhone 4S,True,C
2018-02-19 02:08:20,Which of these is a poetry term for a stanza with four lines?,5,Limerick,False,A
2018-02-19 02:08:20,Which of these is a poetry term for a stanza with four lines?,5,Haiku,False,B
2018-02-19 02:08:20,Which of these is a poetry term for a stanza with four lines?,5,Quatrain,True,C
2018-02-19 02:09:05,Which band featured a regular didgeridoo player?,6,Dexys Midnight Runners,False,A
2018-02-19 02:09:05,Which band featured a regular didgeridoo player?,6,Jamiroquai,True,B
2018-02-19 02:09:05,Which band featured a regular didgeridoo player?,6,O.A.R.,False,C
2018-02-19 02:10:51,Which action star is the creator of an eponymous martial art?,7,Jackie Chan,False,A
2018-02-19 02:10:51,Which action star is the creator of an eponymous martial art?,7,Steven Seagal,False,B
2018-02-19 02:10:51,Which action star is the creator of an eponymous martial art?,7,Chuck Norris,True,C
2018-02-19 02:11:14,Which of these games is typically played using a deck with the fewest cards?,8,Euchre,True,A
2018-02-19 02:11:14,Which of these games is typically played using a deck with the fewest cards?,8,Cribbage,False,B
2018-02-19 02:11:14,Which of these games is typically played using a deck with the fewest cards?,8,Pinochle,False,C
2018-02-19 02:12:04,The cooking technique now known as tempura originated in which of these places?,9,Hawaii,False,A
2018-02-19 02:12:04,The cooking technique now known as tempura originated in which of these places?,9,South Korea,False,B
2018-02-19 02:12:04,The cooking technique now known as tempura originated in which of these places?,9,Portugal,True,C
2018-02-19 02:13:04,"In 2008, the creators of what startup raised funds by selling novelty breakfast cereals?",10,Kickstarter,False,A
2018-02-19 02:13:04,"In 2008, the creators of what startup raised funds by selling novelty breakfast cereals?",10,Airbnb… https://t.co/VAdxMTvHbg,True,B
2018-02-19 02:13:59,The top prize in architecture is named for the creator of what hotel chain?,11,Hyatt,True,A
2018-02-19 02:13:59,The top prize in architecture is named for the creator of what hotel chain?,11,Sheraton,False,B
2018-02-19 02:13:59,The top prize in architecture is named for the creator of what hotel chain?,11,Four Seasons,False,C
2018-02-19 02:16:59,Which company was named after its founder’s unusual hairstyle?,12,Kinko's,True,A
2018-02-19 02:16:59,Which company was named after its founder’s unusual hairstyle?,12,Red Robin,False,B
2018-02-19 02:16:59,Which company was named after its founder’s unusual hairstyle?,12,Miracle-Gro,False,C
2018-02-19 20:03:59,"In a BLT sandwich, the “T” stands for what?",1,Tap water,False,A
2018-02-19 20:03:59,"In a BLT sandwich, the “T” stands for what?",1,Tunatini,False,B
2018-02-19 20:03:59,"In a BLT sandwich, the “T” stands for what?",1,Tomato,True,C
2018-02-19 20:04:27,Habitat for Humanity is a charity known for building what?,2,Luxury yachts,False,A
2018-02-19 20:04:27,Habitat for Humanity is a charity known for building what?,2,Monster truck courses,False,B
2018-02-19 20:04:27,Habitat for Humanity is a charity known for building what?,2,Houses,True,C
2018-02-19 20:05:03,Which of these is a part of the heart?,3,Aorta,True,A
2018-02-19 20:05:03,Which of these is a part of the heart?,3,Albedo,False,B
2018-02-19 20:05:03,Which of these is a part of the heart?,3,Avuncular,False,C
2018-02-19 20:05:41,“Go Blue!” is the rallying cry of what university’s sports team?,4,U of Michigan,True,A
2018-02-19 20:05:41,“Go Blue!” is the rallying cry of what university’s sports team?,4,Michigan State,False,B
2018-02-19 20:05:41,“Go Blue!” is the rallying cry of what university’s sports team?,4,Ohio State,False,C
2018-02-19 20:07:34,A famous fossil found in an English cave has what cheesy name?,5,Stilton Man,False,A
2018-02-19 20:07:34,A famous fossil found in an English cave has what cheesy name?,5,Roquefort Man,False,B
2018-02-19 20:07:34,A famous fossil found in an English cave has what cheesy name?,5,Cheddar Man,True,C
2018-02-19 20:08:07,Which ingredient is typically listed first on jars of classic Nutella?,6,Hazelnuts,False,A
2018-02-19 20:08:07,Which ingredient is typically listed first on jars of classic Nutella?,6,Cocoa,False,B
2018-02-19 20:08:07,Which ingredient is typically listed first on jars of classic Nutella?,6,Sugar,True,C
2018-02-19 20:09:06,Which performer did NOT get booed while debuting at the Apollo Theater Amateur Night?,7,Lauryn Hill,False,A
2018-02-19 20:09:06,Which performer did NOT get booed while debuting at the Apollo Theater Amateur Night?,7,T-Pain,True,B
2018-02-19 20:09:06,Which performer did NOT get booed while debuting at the Apollo Theater Amateur Night?,7,Dave Chappelle,False,C
2018-02-19 20:09:53,Which of these poets' best-known works is a villanelle?,8,Robert Frost,False,A
2018-02-19 20:09:53,Which of these poets' best-known works is a villanelle?,8,Dylan Thomas,True,B
2018-02-19 20:09:53,Which of these poets' best-known works is a villanelle?,8,T.S. Eliot,False,C
2018-02-19 20:10:46,Which of these states does NOT have an official governor’s mansion?,9,Alaska,False,A
2018-02-19 20:10:46,Which of these states does NOT have an official governor’s mansion?,9,Idaho,True,B
2018-02-19 20:10:46,Which of these states does NOT have an official governor’s mansion?,9,South Dakota,False,C
2018-02-19 20:11:35,Which First Lady’s official portrait features her resting her hand on a large dog?,10,Grace Coolidge,True,A
2018-02-19 20:11:35,Which First Lady’s official portrait features her resting her hand on a large dog?,10,Eleanor R… https://t.co/S2NCw6QMAv,False,B
2018-02-19 20:12:42,"Jimi Hendrix, Frank Sinatra &amp; Bobby Darin all released songs with what name in the title?",11,Mary,False,A
2018-02-19 20:12:42,"Jimi Hendrix, Frank Sinatra &amp; Bobby Darin all released songs with what name in the title?",11,Joe,False,B
2018-02-19 20:12:42,"Jimi Hendrix, Frank Sinatra &amp; Bobby Darin all released songs with what name in the title?",11,Dolly,True,C
2018-02-20 02:05:44,"In theater, what phrase means “good luck”?",1,Break a leg,True,A
2018-02-20 02:05:44,"In theater, what phrase means “good luck”?",1,Kick the bucket,False,B
2018-02-20 02:05:44,"In theater, what phrase means “good luck”?",1,Cut a rug,False,C
2018-02-20 02:06:26,Medicine you can buy without a prescription is said to be available over-the-what?,2,Counter,True,A
2018-02-20 02:06:26,Medicine you can buy without a prescription is said to be available over-the-what?,2,Transom,False,B
2018-02-20 02:06:26,Medicine you can buy without a prescription is said to be available over-the-what?,2,Rainbow,False,C
2018-02-20 02:07:06,What university’s mascot is a cartoonish clergy member?,3,UC San Diego,False,A
2018-02-20 02:07:06,What university’s mascot is a cartoonish clergy member?,3,Wake Forest,True,B
2018-02-20 02:07:06,What university’s mascot is a cartoonish clergy member?,3,Notre Dame,False,C
2018-02-20 02:08:07,The title of the play “A Raisin in the Sun” comes from a poem by which author?,4,Maya Angelou,False,A
2018-02-20 02:08:07,The title of the play “A Raisin in the Sun” comes from a poem by which author?,4,Langston Hughes,True,B
2018-02-20 02:08:07,The title of the play “A Raisin in the Sun” comes from a poem by which author?,4,Toni Morrison,False,C
2018-02-20 02:08:47,Which of these is an accurate statement about typhoons?,5,Type of cyclone,True,A
2018-02-20 02:08:47,Which of these is an accurate statement about typhoons?,5,Originate as monsoons,False,B
2018-02-20 02:08:47,Which of these is an accurate statement about typhoons?,5,Form south of equator,False,C
2018-02-20 02:09:26,Which president raised wartime funds by keeping sheep on the White House lawn?,6,Dwight D. Eisenhower,False,A
2018-02-20 02:09:26,Which president raised wartime funds by keeping sheep on the White House lawn?,6,Harry S.… https://t.co/6RUrrPXO9V,False,B
2018-02-20 02:10:10,Cinnamon is the primary flavoring of which liqueur?,7,Goldschläger,True,A
2018-02-20 02:10:10,Cinnamon is the primary flavoring of which liqueur?,7,Frangelico,False,B
2018-02-20 02:10:10,Cinnamon is the primary flavoring of which liqueur?,7,Drambuie,False,C
2018-02-20 02:10:48,Which state’s capital is likely named for a Native American word meaning “good place to dig potatoes”?,8,Missouri,False,A
2018-02-20 02:10:48,Which state’s capital is likely named for a Native American word meaning “good place to dig potatoes”?,8,Kansas,True,B
2018-02-20 02:10:48,Which state’s capital is likely named for a Native American word meaning “good place to dig potatoes”?,8,Arkansas,False,C
2018-02-20 02:11:50,"By definition, a person with bad handwriting can be said to have what?",9,Paresthesia,False,A
2018-02-20 02:11:50,"By definition, a person with bad handwriting can be said to have what?",9,Onychocryptosis,False,B
2018-02-20 02:11:50,"By definition, a person with bad handwriting can be said to have what?",9,Griffonage,True,C
2018-02-20 02:12:29,Which of these biblical names was most popular for American babies in 2016?,10,Benjamin,True,A
2018-02-20 02:12:29,Which of these biblical names was most popular for American babies in 2016?,10,Jacob,False,B
2018-02-20 02:12:29,Which of these biblical names was most popular for American babies in 2016?,10,Elijah,False,C
2018-02-20 02:13:28,The Universalis Cosmographia is the first known map to feature what?,11,The term 'America',True,A
2018-02-20 02:13:28,The Universalis Cosmographia is the first known map to feature what?,11,Compass rose,False,B
2018-02-20 02:13:28,The Universalis Cosmographia is the first known map to feature what?,11,Circumnavigable Earth,False,C
2018-02-20 02:14:50,"Earlier this decade, the billionaire creator behind what ’90s craze got busted for tax evasion?",12,Beanie Babies… https://t.co/xqRfXKV3y9,True,A
2018-02-20 20:05:27,From what do baby chicks hatch?,1,Aluminum cans,False,A
2018-02-20 20:05:27,From what do baby chicks hatch?,1,Compact cars,False,B
2018-02-20 20:05:27,From what do baby chicks hatch?,1,Eggs,True,C
2018-02-20 20:05:56,The opening ceremonies of the Olympics have NOT won which major award?,2,Tony,True,A
2018-02-20 20:05:56,The opening ceremonies of the Olympics have NOT won which major award?,2,Emmy,False,B
2018-02-20 20:05:56,The opening ceremonies of the Olympics have NOT won which major award?,2,Grammy,False,C
2018-02-20 20:06:39,Which ballroom dance is typically performed in 3/4 time?,3,Rumba,False,A
2018-02-20 20:06:39,Which ballroom dance is typically performed in 3/4 time?,3,Waltz,True,B
2018-02-20 20:06:39,Which ballroom dance is typically performed in 3/4 time?,3,Tango,False,C
2018-02-20 20:07:22,What animal is traditionally the source of fried calamari?,4,Squid,True,A
2018-02-20 20:07:22,What animal is traditionally the source of fried calamari?,4,Eel,False,B
2018-02-20 20:07:22,What animal is traditionally the source of fried calamari?,4,Octopus,False,C
2018-02-20 20:08:22,What medical device must legally be available at U.S. public gathering places?,5,Oxygen tank,False,A
2018-02-20 20:08:22,What medical device must legally be available at U.S. public gathering places?,5,Defibrillator,True,B
2018-02-20 20:08:22,What medical device must legally be available at U.S. public gathering places?,5,EpiPen,False,C
2018-02-20 20:09:08,A person writing clearly and correctly is often said to be following “Strunk and” whom?,6,White,True,A
2018-02-20 20:09:08,A person writing clearly and correctly is often said to be following “Strunk and” whom?,6,Follett,False,B
2018-02-20 20:09:08,A person writing clearly and correctly is often said to be following “Strunk and” whom?,6,Robert,False,C
2018-02-20 20:09:54,Who did NOT win back-to-back Best Actor Oscars?,7,James Stewart,True,A
2018-02-20 20:09:54,Who did NOT win back-to-back Best Actor Oscars?,7,Spencer Tracy,False,B
2018-02-20 20:09:54,Who did NOT win back-to-back Best Actor Oscars?,7,Tom Hanks,False,C
2018-02-20 20:10:49,"In the classic edition of Monopoly, which word appears in the name of two different spaces?",8,Pennsylvania,True,A
2018-02-20 20:10:49,"In the classic edition of Monopoly, which word appears in the name of two different spaces?",8,Pacific,False,B
2018-02-20 20:10:49,"In the classic edition of Monopoly, which word appears in the name of two different spaces?",8,North,False,C
2018-02-20 20:11:41,Which of these past Olympic mascots was an animal?,9,Izzy,False,A
2018-02-20 20:11:41,Which of these past Olympic mascots was an animal?,9,Wenlock,False,B
2018-02-20 20:11:41,Which of these past Olympic mascots was an animal?,9,Hodori,True,C
2018-02-20 20:12:31,What Caribbean island was the birthplace of Alexander Hamilton?,10,St. Kitts,False,A
2018-02-20 20:12:31,What Caribbean island was the birthplace of Alexander Hamilton?,10,Nevis,True,B
2018-02-20 20:12:31,What Caribbean island was the birthplace of Alexander Hamilton?,10,Anguilla,False,C
2018-02-20 20:13:39,Which CEO runs the NASDAQ-listed company with the highest market cap?,11,Tim Cook,True,A
2018-02-20 20:13:39,Which CEO runs the NASDAQ-listed company with the highest market cap?,11,Jeff Bezos,False,B
2018-02-20 20:13:39,Which CEO runs the NASDAQ-listed company with the highest market cap?,11,Satya Nadella,False,C
2018-02-21 02:07:56,"According to the title of her hit 2015 song, how long is Rihanna from wildin'?",1,FourFiveSeconds,True,A
2018-02-21 02:07:56,"According to the title of her hit 2015 song, how long is Rihanna from wildin'?",1,A few hours… https://t.co/Nxtk7XgAWF,False,B
2018-02-21 02:13:48,Which baseball player is NOT mentioned in Billy Joel’s “We Didn’t Start the Fire”?,2,Jackie Robinson,True,A
2018-02-21 02:13:48,Which baseball player is NOT mentioned in Billy Joel’s “We Didn’t Start the Fire”?,2,Mickey Mantle,False,B
2018-02-21 02:13:48,Which baseball player is NOT mentioned in Billy Joel’s “We Didn’t Start the Fire”?,2,Roy Campanella,False,C
2018-02-21 20:03:42,"In billiards, what color is a standard eight-ball?",1,Burnt sienna,False,A
2018-02-21 20:03:42,"In billiards, what color is a standard eight-ball?",1,Millennial pink,False,B
2018-02-21 20:03:42,"In billiards, what color is a standard eight-ball?",1,Black,True,C
2018-02-21 20:04:16,Which of these liquids comes from an udder?,2,Milk,True,A
2018-02-21 20:04:16,Which of these liquids comes from an udder?,2,Apple juice,False,B
2018-02-21 20:04:16,Which of these liquids comes from an udder?,2,Coffee,False,C
2018-02-21 20:04:59,What is the adjectival form of the word “governor”?,3,Gavernoric,False,A
2018-02-21 20:04:59,What is the adjectival form of the word “governor”?,3,Gubernatorial,True,B
2018-02-21 20:04:59,What is the adjectival form of the word “governor”?,3,Governorian,False,C
2018-02-21 20:05:42,What area of London is synonymous with the city's world-class theater scene?,4,Chelsea,False,A
2018-02-21 20:05:42,What area of London is synonymous with the city's world-class theater scene?,4,Knightsbridge,False,B
2018-02-21 20:05:42,What area of London is synonymous with the city's world-class theater scene?,4,West End,True,C
2018-02-21 20:06:24,How do you find the reciprocal of a number?,5,Divide 1 by the number,True,A
2018-02-21 20:06:24,How do you find the reciprocal of a number?,5,Square the number,False,B
2018-02-21 20:06:24,How do you find the reciprocal of a number?,5,Subtract it from zero,False,C
2018-02-21 20:07:20,Which website did the New York Times call “the people’s National Endowment for the Arts”?,6,Pinterest,False,A
2018-02-21 20:07:20,Which website did the New York Times call “the people’s National Endowment for the Arts”?,6,Etsy,False,B
2018-02-21 20:07:20,Which website did the New York Times call “the people’s National Endowment for the Arts”?,6,Kickstarter,True,C
2018-02-21 20:08:07,Which band had a member with the same stage name as a Revolutionary War admiral?,7,Led Zeppelin,True,A
2018-02-21 20:08:07,Which band had a member with the same stage name as a Revolutionary War admiral?,7,Pink Floyd,False,B
2018-02-21 20:08:07,Which band had a member with the same stage name as a Revolutionary War admiral?,7,The Kinks,False,C
2018-02-21 20:08:55,Which writer has NOT held the position now known as U.S. Poet Laureate?,8,Elizabeth Bishop,False,A
2018-02-21 20:08:55,Which writer has NOT held the position now known as U.S. Poet Laureate?,8,Robert Frost,False,B
2018-02-21 20:08:55,Which writer has NOT held the position now known as U.S. Poet Laureate?,8,Maya Angelou,True,C
2018-02-21 20:11:22,What was the first video game to call Mario by the name Mario?,9,Donkey Kong,False,A
2018-02-21 20:11:22,What was the first video game to call Mario by the name Mario?,9,Wrecking Crew,False,B
2018-02-21 20:11:22,What was the first video game to call Mario by the name Mario?,9,"Donkey Kong, Jr.",True,C
2018-02-21 20:12:44,What town is home to the most works by the architect of Taliesin West and Graycliff?,10,"Oak Park, Illinois",True,A
2018-02-21 20:12:44,What town is home to the most works by the architect of Taliesin West and Graycliff?,10,Col… https://t.co/GXtZV6ujoO,False,B
2018-02-22 15:03:47,What term is used for both a formal set of clothes and a set of playing cards?,1,Suit,True,A
2018-02-22 15:03:47,What term is used for both a formal set of clothes and a set of playing cards?,1,Waistcoat,False,B
2018-02-22 15:03:47,What term is used for both a formal set of clothes and a set of playing cards?,1,Tuxedo T-shirt,False,C
2018-02-22 15:04:27,Which object is usually in a conductor's hand during a performance?,2,Sleeping ferret,False,A
2018-02-22 15:04:27,Which object is usually in a conductor's hand during a performance?,2,Baton,True,B
2018-02-22 15:04:27,Which object is usually in a conductor's hand during a performance?,2,Box of tissues,False,C
2018-02-22 15:05:09,“Chestnut” and “button” are types of which ingredient?,3,Grape,False,A
2018-02-22 15:05:09,“Chestnut” and “button” are types of which ingredient?,3,Carrot,False,B
2018-02-22 15:05:09,“Chestnut” and “button” are types of which ingredient?,3,Mushroom,True,C
2018-02-22 15:05:47,What part of the body is damaged if you break your tibia?,4,Leg,True,A
2018-02-22 15:05:47,What part of the body is damaged if you break your tibia?,4,Arm,False,B
2018-02-22 15:05:47,What part of the body is damaged if you break your tibia?,4,Scalp,False,C
2018-02-22 15:06:44,Which character does Jude Law play in the movie “King Arthur: Legend of the Sword”?,5,Vortigern,True,A
2018-02-22 15:06:44,Which character does Jude Law play in the movie “King Arthur: Legend of the Sword”?,5,Uther Pendragon,False,B
2018-02-22 15:06:44,Which character does Jude Law play in the movie “King Arthur: Legend of the Sword”?,5,King Arthur,False,C
2018-02-22 15:07:49,Which monarch laid the foundation stone at Balmoral Castle?,6,Edward VII,False,A
2018-02-22 15:07:49,Which monarch laid the foundation stone at Balmoral Castle?,6,Victoria,True,B
2018-02-22 15:07:49,Which monarch laid the foundation stone at Balmoral Castle?,6,William IV,False,C
2018-02-22 15:08:32,"As of 2017, which of these industries had the highest percentage of the UK's GDP?",7,Service,True,A
2018-02-22 15:08:32,"As of 2017, which of these industries had the highest percentage of the UK's GDP?",7,Travel,False,B
2018-02-22 15:08:32,"As of 2017, which of these industries had the highest percentage of the UK's GDP?",7,Construction,False,C
2018-02-22 15:10:19,"In an episode of “Friends”, what name was Ross supposed to say at his wedding ceremony instead of “Rachel”?",8,Julie,False,A
2018-02-22 15:10:19,"In an episode of “Friends”, what name was Ross supposed to say at his wedding ceremony instead of “Rachel”?",8,Elizabeth,False,B
2018-02-22 15:10:19,"In an episode of “Friends”, what name was Ross supposed to say at his wedding ceremony instead of “Rachel”?",8,Emily,True,C
2018-02-22 15:10:42,Which of these animals is NOT a marsupial?,9,Bandicoot,False,A
2018-02-22 15:10:42,Which of these animals is NOT a marsupial?,9,Groundhog,True,B
2018-02-22 15:10:42,Which of these animals is NOT a marsupial?,9,Opossum,False,C
2018-02-22 15:11:32,"As well as medals, what were winners given at the Rio Olympics' medal ceremonies?",10,Laurel wreaths,False,A
2018-02-22 15:11:32,"As well as medals, what were winners given at the Rio Olympics' medal ceremonies?",10,Miniature st… https://t.co/p1csOOKT1Z,False,B
2018-02-22 15:12:30,Which of these authors was over 50 when his first novel was published?,11,Richard Adams,True,A
2018-02-22 15:12:30,Which of these authors was over 50 when his first novel was published?,11,J.R.R. Tolkien,False,B
2018-02-22 15:12:30,Which of these authors was over 50 when his first novel was published?,11,Robert Ludlum,False,C
2018-02-22 21:03:56,Armenia and Estonia are former members of which group of countries?,1,Soviet Union,True,A
2018-02-22 21:03:56,Armenia and Estonia are former members of which group of countries?,1,United States,False,B
2018-02-22 21:03:56,Armenia and Estonia are former members of which group of countries?,1,United Kingdom,False,C
2018-02-22 21:04:39,How is Jack Dawkins better known in a classic 19th century novel?,2,BoJack Horseman,False,A
2018-02-22 21:04:39,How is Jack Dawkins better known in a classic 19th century novel?,2,Julius Caesar,False,B
2018-02-22 21:04:39,How is Jack Dawkins better known in a classic 19th century novel?,2,Artful Dodger,True,C
2018-02-22 21:05:21,What is the maximum score a player can get in a turn of three darts?,3,100,False,A
2018-02-22 21:05:21,What is the maximum score a player can get in a turn of three darts?,3,250,False,B
2018-02-22 21:05:21,What is the maximum score a player can get in a turn of three darts?,3,180,True,C
2018-02-22 21:06:06,With whom did William Hewlett co-found a multi-national IT company?,4,Bill Gates,False,A
2018-02-22 21:06:06,With whom did William Hewlett co-found a multi-national IT company?,4,David Packard,True,B
2018-02-22 21:06:06,With whom did William Hewlett co-found a multi-national IT company?,4,Steve Jobs,False,C
2018-02-22 21:06:52,"Which Justin Timberlake hit contains the line ""she's flawless like some uncut ice""?",5,Lovestoned,True,A
2018-02-22 21:06:52,"Which Justin Timberlake hit contains the line ""she's flawless like some uncut ice""?",5,Senorita,False,B
2018-02-22 21:06:52,"Which Justin Timberlake hit contains the line ""she's flawless like some uncut ice""?",5,Like I Love you,False,C
2018-02-22 21:08:01,"In Rome, which of these ingredients is used to flavour ciabatta bread?",6,Oyster Sauce,False,A
2018-02-22 21:08:01,"In Rome, which of these ingredients is used to flavour ciabatta bread?",6,Marjoram,True,B
2018-02-22 21:08:01,"In Rome, which of these ingredients is used to flavour ciabatta bread?",6,Fermented Black Beans,False,C
2018-02-22 21:08:42,For which of these movies did Meryl Streep NOT win an Oscar?,7,Out of Africa,True,A
2018-02-22 21:08:42,For which of these movies did Meryl Streep NOT win an Oscar?,7,Sophie's Choice,False,B
2018-02-22 21:08:42,For which of these movies did Meryl Streep NOT win an Oscar?,7,The Iron Lady,False,C
2018-02-22 21:09:36,Which of these countries does NOT have the same name as its capital city?,8,Luxembourg,False,A
2018-02-22 21:09:36,Which of these countries does NOT have the same name as its capital city?,8,Djibouti,False,B
2018-02-22 21:09:36,Which of these countries does NOT have the same name as its capital city?,8,El Salvador,True,C
